State | City | Name | Description
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. JOSHUA LIPPINCOTT. | From her father, James Dundas. Made in the linen trade.
PENNSYLVANIA | CITY OF PHILADELPHIA | EDWARD LONGSTRETH (formerly of Baldwin Locomotive Works). | Manufacturing locomotives.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. RICHARD HENRY LEE. | From her father, Charlemagne Tower, who made a great fortune in railroads, railroad building and mineral lands.
PENNSYLVANIA | CITY OF PHILADELPHIA | CHARLES MACALESTER. | Made in brokerage business and stocks.
PENNSYLVANIA | CITY OF PHILADELPHIA | THOMAS MACKELLAR | President of Mackellar, Smith's & Jordan Co. Made in the type foundry business.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. EDWARD DE V. MORRELL (born Drexel). | Private banking. Inherited from her father, Francis A. Drexel.
PENNSYLVANIA | CITY OF PHILADELPHIA | ANDREW M. MOORE (of Moore & Sinnott). | Wholesale liquors and distilling. President of the Teutonia Fire Insurance Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | JAMES S. MASON. | Made in the manufacture of blacking.
PENNSYLVANIA | CITY OF PHILADELPHIA | C. J. MILNE. | Manufacturing canned goods.
PENNSYLVANIA | CITY OF PHILADELPHIA | JAMES McMANES. | Local gas companies.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. BLOOMFIELD H. MOORE. | From her husband, a partner in the Jessup & Moore Paper Company. Made in manufacturing paper.
PENNSYLVANIA | CITY OF PHILADELPHIA | J. BARLOW MOORHEAD. | Railroads and canals, gas companies and iron manufacturing.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM MASSEY. | Brewing and real estate.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOSEPH J. MARTIN (of Martin, Fuller & Co.). | Exportation of beef and live cattle. Treasurer of the Quaker City Storage and Warehouse Co.
PENNSYLVANIA | CITY OF PHILADELPHIA | FRANK M’LAUGHLIN. | Publishing “The Philadelphia Times.”
PENNSYLVANIA | CITY OF PHILADELPHIA | HENRY PRATT McKEAN. | Inherited. Sugar refining and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | THOMAS McKEAN. | Inherited. Sugar refining and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | THEODORE H. MORRIS. | Iron foundry business (war prices), in the firm of Morris, Wheeler & Co. Also in railroads.
PENNSYLVANIA | CITY OF PHILADELPHIA | BYRON P. MOULTON (of Reyburn, Hunter & Co.). | Lightning rod business and various local investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | HENRY NORRIS. | From his father, Richard Norris. Made in locomotive building by the father; added to in investments by the son.
PENNSYLVANIA | CITY OF PHILADELPHIA | JACOB NAYLOR. | Iron foundry business and investments. President of the Eighth National Bank.
PENNSYLVANIA | CITY OF PHILADELPHIA | GENERAL ROBERT PATTERSON. | Cotton manufacturing and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM F. POTTS. | Iron and tin merchandising.
PENNSYLVANIA | CITY OF PHILADELPHIA | J. W. PATTERSON. | Made in the manufacture of morocco.
PENNSYLVANIA | CITY OF PHILADELPHIA | J. SERGEANT PRICE. | Inherited from Eli K. Price, a lawyer. Himself engaged in law practice, and has made money in real estate. Vice-President of the Land Title and Trust Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | THOMAS POTTER (of Thomas Potter, Sons & Co.). | Manufacture of oilcloths.
PENNSYLVANIA | CITY OF PHILADELPHIA | JAMES W. PAUL, JR. | Made in banking with the Drexels.
PENNSYLVANIA | CITY OF PHILADELPHIA | CHARLES T. PARRY (of the former firm of Burnham, Parry, Williams & Co.). | Made in building locomotives.
PENNSYLVANIA | CITY OF PHILADELPHIA | CALVIN PARDEE. | From his father, Ario Pardee, of Hazleton, Penn., who left a fortune of more than $10,000,000, made in coal and iron mines and lumber.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOSEPH D. POTTS. | Made in iron manufacturing. President of the Chester Pipe and Tube Company; also of the Enterprise Transit Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | GEORGE PEPPER. | Left about $3,000,000, which he had inherited and accumulated.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. THOMAS A. REILLY. | From her father, Charlemagne Tower, who made a great fortune in railroad building, railroads, etc.
PENNSYLVANIA | CITY OF PHILADELPHIA | JACOB E. RIDGWAY. | Street railways, real estates and shipping. President of the Quaker City National Bank.
PENNSYLVANIA | CITY OF PHILADELPHIA | GEORGE B. ROBERTS. | President of the Pennsylvania Railroad. Made in railroads and real estate. Partly inherited.
PENNSYLVANIA | CITY OF PHILADELPHIA | FAIRMAN RODGERS. | Inherited. Made in merchandising and the investment of accumulations.
PENNSYLVANIA | CITY OF PHILADELPHIA | W. S. REYBURN (of Reyburn, Hunter & Co.). | Made in manufacture of lightning rods; real estate; street railroads; gas companies, etc.
PENNSYLVANIA | CITY OF PHILADELPHIA | PERCIVAL ROBERTS. | Manufacturing bridge and architectural iron in the Pencoyd Iron Works, owned by A. and P. Roberts & Co.
PENNSYLVANIA | CITY OF PHILADELPHIA | ROBERT W. REYBURN. | Inherited. Improved by investments in real estate; and loans.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN G. READING. | Made a start in retail merchandising at Flemington, N. J. He then went into the lumber business at Williamsport, Penn., and made a large part of his fortune in the purchase and control of large tracts of coal and timber lands. He had a controlling interest in the log boom and gas works at Williamsport and was also in the Beach Creek Railroad.
PENNSYLVANIA | CITY OF PHILADELPHIA | CHARLES H. ROGERS. | Banking. He owned the Tradesman’s National Bank.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM M. SINGERLY. | Publication of “The Philadelphia Record;” added to, to some extent, by manufacturing newspaper for himself and selling the surplus product of his mill to the Government and other buyers. President of the Chestnut Street National Bank and of the Chestnut Street Trust Company and Saving Fund Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | HENRY V. SHARPLESS. | Wholesale and retail drygoods.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. THOMAS A. SCOTT. | From her husband, the famous President of the Pennsylvania Railroad, who built up that system and left a fortune of over $10,000,000.
PENNSYLVANIA | CITY OF PHILADELPHIA | JAMES P. SCOTT. | Largely from Thomas A. Scott, his father. He has added to his fortune by his own enterprise, and has large interests in Florida.
PENNSYLVANIA | CITY OF PHILADELPHIA | JUSTUS C. STRAWBRIDGE (of Strawbridge & Clothier). | Wholesale and retail drygoods.
PENNSYLVANIA | CITY OF PHILADELPHIA | EDWIN SWIFT. | He left $2,360,000.
PENNSYLVANIA | CITY OF PHILADELPHIA | SETH B. STITT (of Seth B. Stitt & Co.). | Manufacturing woollen goods.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. JAMES C. SMITH (born Drexel). | Private banking.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM SELLERS. | Foundry business and making machinists’ tools.
PENNSYLVANIA | CITY OF PHILADELPHIA | JAMES SIMPSON (of William Simpson & Sons). | Manufacturing cotton goods. President of the Eddy-stone Manufacturing Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM L. SCHAFFER. | Banking and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN B. STETSON. | Has made a fortune in manufacturing. President of the John B. Stetson Company, hat manufacturers, and interested in Erben, Search & Co., yarns.
PENNSYLVANIA | CITY OF PHILADELPHIA | CHARLES SMITH (of Charles Smith & Sons). | Banking and brokerage business.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM SIMPSON (of William Simpson & Sons). | Manufacturing cotton goods.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOSEPH F. SINNOTT (of Moore & Sinnott). | Distilling and wholesale liquors.
PENNSYLVANIA | CITY OF PHILADELPHIA | EDWARD T. STOTESBURY. | Private banking with Drexel, Morgan & Co.
PENNSYLVANIA | CITY OF PHILADELPHIA | J. WESLEY SUPPLEE. | Flour milling and banking. President of the Corn Exchange and National Banks.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. CHARLEMAGNE TOWER. | From her husband, Charlemagne Tower, a man of great energy and enterprise, who made a fortune of about $10,000,000 in law, railroads and the purchase of coal and mineral lands.
PENNSYLVANIA | CITY OF PHILADELPHIA | CHARLEMAGNE TOWER, JR. | From his father Charlemagne Tower. Made as above described.
PENNSYLVANIA | CITY OF PHILADELPHIA | MISS HENRIETTA PAGE TOWER. | From her father, Charlemagne Tower. See above.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. JOSEPH E. THROPP. | From her father, Thomas A. Scott. Made in the Pennsylvania Railroad.
PENNSYLVANIA | CITY OF PHILADELPHIA | GEORGE C. THOMAS. | Private banking with the Drexels.
PENNSYLVANIA | CITY OF PHILADELPHIA | GEORGE F. TYLER. | Mining and selling coal.
PENNSYLVANIA | CITY OF PHILADELPHIA | FRANK THOMSON. | Made in railroads, real estate investments, etc.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOSEPH B. TOWNSEND. | Law and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN WANAMAKER (Postmaster General of the United States). | Has made a large fortune in his great dry goods store.
PENNSYLVANIA | CITY OF PHILADELPHIA | ISAIAH V. WILLIAMSON. | Merchandising dry goods first, followed by investments in railroads, coal and iron lands and factories. He left a fortune of several millions.
PENNSYLVANIA | CITY OF PHILADELPHIA | PETER A. B. WIDENER. | Oil refining, real estate, gas and street car franchises, etc. President of the Philadelphia Traction Company, and has large investments in street railroads in New-York city.
PENNSYLVANIA | CITY OF PHILADELPHIA | ISAAC S. WATERMAN. | Wholesale groceries and operations in iron and coal.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOSEPH WHARTON. | Nickel mining, manufacturing zinc and glass, and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. WILLIAM P. WILSTACK. | From her husband. Made in saddlery and hardware.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM WEIGHTMAN (of Powers & Weightman). | Made a great fortune in the manufacture of chemicals. Considered by many the richest man in Philadelphia.
PENNSYLVANIA | CITY OF PHILADELPHIA | C. B. WRIGHT. | Made in the Philadelphia and Erie Railroad, and Northern Pacific Railroad. President of the Tacoma Land Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM G. WARDEN. | Has made a fortune in refining petroleum oil. President of the Atlantic Refining Company, which is identical with the Standard Oil Company. President also of the Spring Garden Insurance Company.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN S. WOOD (of John S. Wood & Sons, hides, and Wood Bro’s & Co., wool). | Dealing in hides and wool.
PENNSYLVANIA | CITY OF PHILADELPHIA | THEODORE WERNWAG. | Made in importing and dry-goods commission business, and investments in real estate.
PENNSYLVANIA | CITY OF PHILADELPHIA | WILLIAM WOOD. | Manufacturing cotton and woollen goods, and investments. President of the Merchants’ National Bank.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN L’CUBER WELSH. | Inherited from S. & J. Welsh. Banking, trade in sugar, and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | ANDREW WHEELER. | Made in the iron foundry business (war prices). President of Morris, Tasker & Co.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. CHARLES WHEELER. | Iron foundry business (war prices).
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN WYETH (of John Wyeth & Co.). | Wholesale and retail drug business.
PENNSYLVANIA | CITY OF PHILADELPHIA | EDWARD H. WILLIAMS (of Burnham, Williams & Co.). | Locomotive building.
PENNSYLVANIA | CITY OF PHILADELPHIA | JAMES A. WRIGHT (of Peter Wright & Sons). | Deep sea steam shipping and ocean freighting.
PENNSYLVANIA | CITY OF PHILADELPHIA | RICHARD D. WOOD (of R. D. Wood & Co., and Wood, Brown & Co.). | Iron foundry business in one concern, and wholesale cotton goods in the other. Real estate also.
PENNSYLVANIA | CITY OF PHILADELPHIA | MRS. EDWARD S. WILLING. | From her father, the late Dr. John Rhea Barton. The fortune of Dr. Barton was founded in the Revolutionary period by merchandising and purchases of real estate, and had been added to since by accumulations and investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | HENRY B. WELSH. | Made in the Pennsylvania Railroad and various investments.
PENNSYLVANIA | CITY OF PHILADELPHIA | JOHN WRIGHT (of Wright Bros. & Co.). | Manufacture of umbrellas, parasols and canes, and real estate and other investments. The firm are all good financiers and interested in banks, etc.
PENNSYLVANIA | CITY OF PHILADELPHIA | CHRISTIAN H. WOLFE. | Hardware business.
PENNSYLVANIA | PITTSBURG | CHARLES ARBUTHNOT (of Arbuthnot, Stephenson & Co.). | Acquired in wholesale drygoods.
PENNSYLVANIA | PITTSBURG | ALEXANDER BRADLEY. | Manufacturing stoves, and investments. President of the Tradesmen’s National Bank.
PENNSYLVANIA | PITTSBURG | MRS. BREERTON. | Inherited from the O’Hara estate. Made in real estate which has come down through four generations.
PENNSYLVANIA | PITTSBURG | HARRY BROWN. | River steamboats and mining and shipping coal, etc.
PENNSYLVANIA | PITTSBURG | JOSEPH CRAIG. | Made in petroleum.
PENNSYLVANIA | PITTSBURG | CHARLES J. CLARKE. | Inherited a small part of his fortune 25 years ago, and has added several millions to it by investments in railroad securities and real estate.
PENNSYLVANIA | PITTSBURG | MRS. THOMAS M. CARNEGIE. | From her late husband, who accumulated a fortune in manufacturing iron and steel, and in railroad operations.
PENNSYLVANIA | PITTSBURG | WILLIAM CARN. | Manufacturing and real estate.
PENNSYLVANIA | PITTSBURG | JAMES CALLERY. | Tanning and leather, and investments in railroads, etc.
PENNSYLVANIA | PITTSBURG | CHARLES DONNELLY. | Coke manufacturing, in the McClure Coke Co.
PENNSYLVANIA | PITTSBURG | MRS. O’HARA DENNY. | From the O’Hara estate. Made in real estate which has come down through four generations and advanced greatly in value.
PENNSYLVANIA | PITTSBURG | H. D. DENNY. | From the O’Hara estate. Made in real estate which has come down through four generations and advanced greatly in value.
PENNSYLVANIA | PITTSBURG | MISS MATILDA DENNY. | From the O’Hara estate which has come down through four generations, and advanced greatly in value.
PENNSYLVANIA | PITTSBURG | H. C. FRICK (of the H. C. Frick Coke Company). | Coke making, which has brought him a very large fortune. He is a partner of Andrew Carnegie.
PENNSYLVANIA | PITTSBURG | WILLIAM FLINN. | Contracting and building.
PENNSYLVANIA | PITTSBURG | J. M. GUFFY. | Made a fortune in petroleum.
PENNSYLVANIA | PITTSBURG | MRS. J. M. GUSKY. | The sale of clothing.
PENNSYLVANIA | PITTSBURG | E. M. HUKILL. | Petroleum oil.
PENNSYLVANIA | PITTSBURG | SEWARD HAYS. | Inherited a fortune made in coal mining.
PENNSYLVANIA | PITTSBURG | MRS. THOMAS M. HOWE. | From her husband, of Howe, Brown & Co., manufacturers of steel. Was also in copper mining.
PENNSYLVANIA | PITTSBURG | DR. C. G. HUSSEY. | The richest copper man in the United States. His fortune was made in the copper mines at Lake Superior.
PENNSYLVANIA | PITTSBURG | II. A. LAUGHLIN (Laughlin & Co.). | Iron and steel manufacturing.
PENNSYLVANIA | PITTSBURG | GEORGE M. LAUGHLIN (Laughlin & Co.). | Iron and steel manufacturing.
PENNSYLVANIA | PITTSBURG | CHARLES LOCKHART (of Lockhart & Frew, oil; and Hubbard & Co., saw manufacturers). | Petroleum oil and refining; and manufacturing saws, shovels, axes, etc.
PENNSYLVANIA | PITTSBURG | CHRIS. L. MAGEE. | Newspaper, and traction roads.
PENNSYLVANIA | PITTSBURG | JUDGE THOMAS MELLON. | Real estate, banking, coal lands, and money investments.
PENNSYLVANIA | PITTSBURG | THOMAS A. MELLON. | Son of Judge Mellon. By his own efforts he has made more than a million in real estate, railroads, coal, lumber and buildings.
PENNSYLVANIA | PITTSBURG | JAMES R. MELLON. | Railroads, coal, lumber, buildings, and dealing in real estate. Also a son of Judge Mellon. Mainly in real estate.
PENNSYLVANIA | PITTSBURG | ANDREW W. MELLON. | Another member of this remarkable and able family. Son of Judge Mellon. He has made his own fortune in real estate, banking and lumber.
PENNSYLVANIA | PITTSBURG | R. B. MELLON. | Son of Judge Mellon. Like his brothers, he has accumulated wealth by his own efforts in real estate, banking and railroad investments.
PENNSYLVANIA | PITTSBURG | W. L. MELLON. | A son of James R. Mellon. Has made a fortune in oil pipe-lines, real estate and loans.
PENNSYLVANIA | PITTSBURG | MICHAEL M’CULLOUGH. | Manufacturing steel-melting crucibles, and investments in real estate, etc.
PENNSYLVANIA | PITTSBURG | MRS. ROBERT M’KNIGHT. | Inherited from the O’Hara estate. Made in rise in value of real estate.
PENNSYLVANIA | PITTSBURG | ROBERT PITCAIRN. | Railroads and investments.
PENNSYLVANIA | PITTSBURG | GILBERT T. RAFFERTY. | Coke-making in the McClure Coke Company.
PENNSYLVANIA | PITTSBURG | D. P. REIGHARD. | Petroleum and investments. President of the Central Bank.
PENNSYLVANIA | PITTSBURG | MRS. MARY E. SCHENLEY. | Inherited from her father, Captain William Croghan, real estate which is now immensely valuable, estimated, in fact, to be worth more than $15,000,000. She lives at present in London, England.
PENNSYLVANIA | PITTSBURG | COLONEL J. M. SCHOONMAKER. | Coke-making. He sold his interests to H. C. Frick & Co., in return for the payment of $100,000 a year for fourteen years.
PENNSYLVANIA | PITTSBURG | MRS. MARY SPRING. | Inherited from the O’Hara estate. Made in rise in value of real estate, which has come down through four generations.
PENNSYLVANIA | PITTSBURG | WILLIAM THAW. | This enterprising man made a great fortune in the Union Transportation line, the Pennsylvania Railroad, and leased lines west of Pittsburg. He left an estate of $8,000,000 to $10,000,000; estimated by some even higher than that. It was divided among the members of a large family, none of whom, except Mrs. Thaw, received a million.
PENNSYLVANIA | PITTSBURG | J. J. VANDERGRIFT. | Petroleum and investments. President of the Keystone Bank.
PENNSYLVANIA | PITTSBURG | GEORGE W. WESTINGHOUSE, Jr. | Made in the manufacture of the Westinghouse patented airbrakes.
PENNSYLVANIA | PITTSBURG | W. DEWEES WOOD. | Manufacturing sheetiron.
PENNSYLVANIA | PITTSBURG | CALVIN WELLS. | Iron manufacturing; Westinghouse airbrake; and “The Philadelphia Press,” newspaper.
PENNSYLVANIA | POTTSVILLE | CHARLES BABER. | Gas and water works, street railroads, and other local enterprises.
PENNSYLVANIA | POTTSVILLE | THOMAS GOOCH. | Iron furnaces and powder manufacturing.
PENNSYLVANIA | READING | HENRY S. ECKERT. | Iron making (the Henry Clay furnace) and banking. He is president of the Farmers’ National Bank.
PENNSYLVANIA | SAINT MARY’S | J. K. P. HALL (of Hall, Kaul & Co.). | The largest part of his fortune is from lumber. Also in tanneries, bituminous coal mines and banking.
PENNSYLVANIA | SAINT MARY’S | ANDREW KAUL (of Hall, Kaul & Co.). | Made in the same line of business as his partner.
PENNSYLVANIA | SCOTTDALE | W. J. RAINEY. | Coke making.
PENNSYLVANIA | SCRANTON | WILLIAM CONNELL. | Coal operations, banking and grocery business. President of the Third National Bank.
PENNSYLVANIA | SCRANTON | JOHN JERMYN. | Coal operations.
PENNSYLVANIA | SCRANTON | JAMES BLAIR. | Railroads, banking, and investments. President of Scranton Savings Bank.
PENNSYLVANIA | SHIPPENSBURG | CHRISTIAN LONG. | He left several millions.
PENNSYLVANIA | STARUCCA | ELISHA P. STRONG. | By inheritance from Loring A. Robertson, of New-York City. Made in tanning and leather.
PENNSYLVANIA | TIDIOUTE | J. L. GRANDIN (of Grandin Brothers, bankers). | In early days in petroleum; then in loans, banking, large wheat farms on the Red River and at Mayville, N. D., and investments; in the Missouri Lumber and Mining Company and stocks and bonds.
PENNSYLVANIA | TIDIOUTE | E. B. GRANDIN (of Grandin Brothers, bankers). | In the same business as above set forth.
PENNSYLVANIA | TIDIOUTE | W. J. GRANDIN. | In the same business as above.
PENNSYLVANIA | TITUSVILLE | CHARLES HYDE. | Banking. In the firm of Charles Hyde & Son, bankers, and president of the Second National Bank.
PENNSYLVANIA | TITUSVILLE | COLONEL JOHN J. CARTER. | Oil producing in the Bradford field; large real estate investments, including the local opera house; banking and other interests.
PENNSYLVANIA | TITUSVILLE | E. T. ROBERTS. | Inherited from Dr. W. B. Roberts. Torpedoing oil wells; oil producing, banking, etc.
PENNSYLVANIA | TITUSVILLE | JOSEPH SEEP. | Oil producing, refining and transportation. Director in the Standard Oil Company.
PENNSYLVANIA | TITUSVILLE | JOHN FERTIG. | Oil producing and refining, and investments. President of the National Oil Company.
PENNSYLVANIA | WASHINGTON | JOHN McKEOWN. | Oil producing and lands, and real estate in Boston, New-York, Baltimore, Washington and Chicago.
PENNSYLVANIA | WILLIAMSPORT | HENRY COCHRAN. | Private banking in the firm of Cochran, Payne & McCormack; and lumber producing.
PENNSYLVANIA | WILLIAMSPORT | E. R. PAYNE. | In the lumber business.
PENNSYLVANIA | WILLIAMSPORT | GEORGE W. LENTZ (of White, Lentz & White). | Lumber business.
PENNSYLVANIA | WILLIAMSPORT | JAMES V. BROWN. | Manufacturing lumber at Mehoopany.
PENNSYLVANIA | WILKES-BARRE | L. MYERS. | By inheritance of coal lands and their advance in price.
PENNSYLVANIA | WILKES-BARRE | ABRAM NESBITT. | Inherited. Anthracite coal lands. President of the Second National Bank.
PENNSYLVANIA | WILKES-BARRE | WILLIAM L. CONYNGHAM. | Made as coal sales agent of the Pennsylvania Railroad.
PENNSYLVANIA | WILKES-BARRE | JOHN WELLES HOLLENBACK. | Real estate and inherited coal lands. President People’s Bank.
PENNSYLVANIA | WILKES-BARRE | HON. L. D. SHOEMAKER. | Inherited coal lands.
PENNSYLVANIA | WILKES-BARRE | DANIEL EDWARDS. | Made in mining coal.
PENNSYLVANIA | WILKES-BARRE | GEORGE S. BENNETT. | Coal mines and real estate.
PENNSYLVANIA | WILKES-BARRE | JOHN B. PHELPS. | Coal mining and real estate.
PENNSYLVANIA | YORK | DAVID E. SMALL. | Lumber dealing; car building; and investments in the Pennsylvania, the Denver and Rio Grande and other railroads.
PENNSYLVANIA | YORK | ARTEMUS WILHELM. | Started in building furnaces for the Coleman estate at Cornwall. In time became manager of the estate, and then made investments in rolling mills, nail mills, etc.
RHODE ISLAND | CITY OF NEWPORT | GEORGE R. FEARING. | Inherited from Daniel B. Fearing, of New-York City, who made a fortune in mercantile business and large investments in real estate.
RHODE ISLAND | CITY OF NEWPORT | MRS. GEORGE R. FEARING. | From her father, William R. Travers, who made a large fortune in Wall Street.
RHODE ISLAND | CITY OF NEWPORT | DANIEL B. FEARING. | From his father, Daniel B. Fearing, of New-York City. Made in mercantile business and real estate.
RHODE ISLAND | CITY OF NEWPORT | H. F. FEARING. | Made chiefly in real estate in New-York City.
RHODE ISLAND | CITY OF NEWPORT | CHRISTOPHER TOWNSEND. | Made in business in New-York City.
RHODE ISLAND | CITY OF NEWPORT | HENRY S. FEARING. | Large real estate interests in Newport.
RHODE ISLAND | CITY OF NEWPORT | GEORGE H. NORMAN. | Contracting, building water works and investments.
RHODE ISLAND | CITY OF NEWPORT | MRS. EDWARD KING. | Inherited. Made in the China trade, in tea and silk especially.
RHODE ISLAND | CITY OF NEWPORT | GEORGE PEABODY WETMORE. | Inherited several millions from his father, W. S. Wetmore. Made originally in the China trade and added to by investments.
RHODE ISLAND | CITY OF NEWPORT | WILLIAM GAMMELL. | From Brown & Ives. Made in the East India trade in early times, and cotton manufacturing since.
RHODE ISLAND | CITY OF NEWPORT | Mrs. WILLIAM GAMMELL. | From her father, Robert Ives, of Brown & Ives. Made in the East India trade in early times, and in real estate and manufacturing investments at a later period. Robert Ives left a fortune of over $20,000,000.
RHODE ISLAND | CITY OF NEWPORT | Mrs. JOHN CARTER BROWN. | Inherited from the firm of Brown & Ives. Made in the East India trade, and subsequent investment in real estate and manufactures. John Carter Brown left more than $20,000,000.
RHODE ISLAND | CITY OF NEWPORT | ALFRED SMITH. | Made in dealing in real estate, chiefly at Newport.
RHODE ISLAND | CITY OF NEWPORT | LORILLARD SPENCER. | Inherited. Made in tobacco manufacturing and real estate. He has numerous investments; and is president of the Illustrated American Publishing Company.
RHODE ISLAND | CITY OF NEWPORT | SETH BATEMAN. | Banking.
RHODE ISLAND | PASCOAG | ALBERT L. SAYLES. | Manufacturing woollen goods. Interested in A. A. L. Sayles & Co. and F. L. Sayles & Co., both cotton manufacturers.
RHODE ISLAND | PAWTUCKET | DAVID GOFF (of D. Goff & Sons). | Made first in the manufacture of cotton wadding, the company making a great deal of money during the war. In 1861 they started the manufacture of worsted braid, which would have been a failure except for the tariff of 1867. Ten years ago they added the making of mohair plushes. The tariff had nothing to do with the foundation of this fortune.
RHODE ISLAND | PAWTUCKET | WILLIAM F. SAYLES (of W. F. and F. C. Sayles). | Bleaching and dyeing; and banking. President of the Slater National Bank.
RHODE ISLAND | PAWTUCKET | F. C. SAYLES. | Bleaching and dyeing, in partnership with William F. Sayles.
RHODE ISLAND | PEACEDALE | ROWLAND G. HAZARD. | Made over two millions in the manufacture of woollen goods and shawls; and investments in real estate, railroads, etc.
RHODE ISLAND | PROVIDENCE | LAURISTON HALL. | Partly made in manufacturing in Providence, but largely in lands in Minnesota.
RHODE ISLAND | PROVIDENCE | GEORGE H. CORLISS. | Manufacturing the famous Corliss steam engine; patents.
RHODE ISLAND | PROVIDENCE | WILLIAM GODDARD. | Fortune founded in the East India trade with Brown & Ives; increased latterly in cotton manufacturing and various investments. President of the Providence National Bank and the Providence Institution for Savings. The Goddard Brothers are agents of the Lonsdale Company.
RHODE ISLAND | PROVIDENCE | T. P. I. GODDARD. | Fortune founded by Brown & Ives in the East India trade, and increased by cotton manufacturing and investments. The Goddard Brothers are agents of the Lonsdale Company.
RHODE ISLAND | PROVIDENCE | ROBERT GODDARD. | Fortune forwarded by Brown & Ives in the East India trade, and increased by cotton manufacturing and investments. The Goddard Brothers are agents of the Lonsdale Company.
RHODE ISLAND | PROVIDENCE | J. B. BARNABY. | Made in the sale of clothing.
RHODE ISLAND | PROVIDENCE | J. NICHOLAS BROWN. | Fortune founded by Brown & Ives in the East India trade, and increased latterly by cotton manufacturing.
RHODE ISLAND | PROVIDENCE | R. H. GAMMELL. | Fortune founded by Brown & Ives in the East India trade, and increased latterly by cotton manufacturing.
RHODE ISLAND | PROVIDENCE | HAROLD BROWN. | Fortune founded by Brown & Ives in the East India trade, and increased latterly by cotton manufacturing.
RHODE ISLAND | PROVIDENCE | BENJAMIN B. KNIGHT (of B. B. & R. Knight). | Manufacture and bleaching of cotton goods. President of Butchers and Drovers’ Bank.
RHODE ISLAND | PROVIDENCE | ROBERT KNIGHT (of B. B. & R. Knight). | Cotton manufacturing and bleaching, etc. President of National Bank of Commerce and the People’s Savings Bank.
RHODE ISLAND | PROVIDENCE | HENRY LIPPITT (of Henry Lippitt & Co.). | Manufacturing cotton and woollen goods. President of Rhode Island National Bank.
RHODE ISLAND | PROVIDENCE | HENRY G. RUSSELL. | Made in shipping and manufacturing, etc. President of the Union Bank.
RHODE ISLAND | PROVIDENCE | JOHN W. SLATER. | Manufacturing cotton and woollen goods.
RHODE ISLAND | PROVIDENCE | JOSEPH BANIGAN. | Manufacturing rubber goods.
RHODE ISLAND | PROVIDENCE | AMOS C. BARSTOW. | Stove, furnace and general iron manufacturing. President of the City National Bank.
RHODE ISLAND | PROVIDENCE | CYRUS BUTLER. | Real estate and banking.
RHODE ISLAND | PROVIDENCE | EDMUND DAVIS. | Manufacturing “Pain Killer” and other proprietary medicines.
RHODE ISLAND | PROVIDENCE | CHARLES FLETCHER. | Manufacturing woollen goods.
RHODE ISLAND | PROVIDENCE | DR. WILLIAM GROSVENOR. | Manufacturing cotton goods.
RHODE ISLAND | PROVIDENCE | EDWARD HAIM. | Woollen manufacturing.
RHODE ISLAND | PROVIDENCE | HENRY S. HIDDEN. | Cotton cloth dealings and banking.
RHODE ISLAND | PROVIDENCE | JESSE METCALF. | Woollen manufacturing. President of the National Bank of North America.
